"Phrase, Frequency"
"THE WORDS OF CHRIST WHICH,1"
"YEA THE WORK,1"
"WHEREFORE WHEN I LOOKED,1"
"AND I NEPHI DID,3"
"AND WHEN I DID,1"
"NOW AMMON BEING THE,1"
"AND YE HAVE,3"
"AND WHILE I,1"
"THEN THEY THAT,1"
"AND NOW MORONI RETURNED,1"
"IT SHALL,1"
"AND THUS MY BRETHREN DID,1"
"AND HE WENT UNTO THOSE,1"
"AND SO GREAT AND,2"
"THEREFORE LIFT UP YOUR,1"
"BUT BEHOLD YOUR DAYS OF,1"
"THEREFORE AMMON TURNED HIMSELF UNTO,1"
"THY WILL,1"
"NEVERTHELESS I DID HARDEN,1"
"BRING THEM,2"
"AND IT WAS TOLD,1"
"AND MANY SUCH THINGS,2"
"FOR IT IS NOT,1"
"MAY THE GATES,1"
"THEREFORE YE CANNOT BE SAVED,1"
"BEHOLD I AM A MAN,1"
"AND THE BLOOD,2"
"AND IN THIS YEAR,2"
"THEREFORE THEY DID,9"
"AN ACCOUNT,11"
"LIFT UP YOUR,1"
"IF YE THEN BEING EVIL,1"
"BEHOLD IF YE DO YE,1"
"THEREFORE WHAT MANNER OF,1"
"FOR VERILY VERILY I,1"
"AND I SAW WARS,1"
"NEVERTHELESS FOR MY,1"
"THEREFORE THE LORD SHALL SET,1"
"AND THIS THEY SAID,1"
"HAVE I,1"
"LOOK UNTO ABRAHAM,1"
"YEA AND I PERCEIVE THAT,1"
"THEREFORE GREAT,1"
"THUS HATH,1"
"FOR THE BOOK,1"
"AND THEY SOUGHT BY,1"
"AND THE PEOPLE SAW,1"
"YEA THE LORD,1"
"NOW THERE ARE SOME,1"
"YEA BY THE TEMPORAL LAW,1"
"BUT THE KING STOOD FORTH,1"
"WHY ARE YE ASHAMED TO,1"
"O REMEMBER REMEMBER MY,2"
"BEHOLD THOU KNOWEST THE WICKEDNESS,1"
"AND AFTER YE HAVE OBTAINED,1"
"YEA WHAT GROUNDS HAD,1"
"AMMON SAID,1"
"NOW IT IS BETTER,1"
"AND AFTER THESE,2"
"FATHER THOU HAST GIVEN,1"
"AND AFTER REJECTING SO,1"
"YEA THUS WE SEE THAT,1"
"NOW THE ZORAMITES HAD GATHERED,1"
"YEA AND THEY,8"
"HE WAS OPPRESSED,1"
"THERE WERE,2"
"NOW WHEN GIDEON HAD,1"
"NOW THEY KNEW NOT,2"
"AND THEY SAID ALSO,1"
"AND BEHOLD THE WORDS WHICH,1"
"WHEREFORE HE COMMANDETH NONE,1"
"THEREFORE BEHOLD IT,1"
"FOR BEHOLD THERE,3"
"IF YE WILL NOT HARDEN,1"
"NOW THIS SECRET COMBINATION WHICH,1"
"WHEREFORE MY BELOVED,8"
"BEHOLD THEIR,2"
"FOR THE PEOPLE OF THE,1"
"AND NOW BEHOLD I TELL,1"
"AND WHEN THE SERVANT OF,1"
"AND THUS THE LORD BRINGETH,1"
"YEA AND HE ALSO SAW,1"
"BUT BEHOLD IF YE WILL,1"
"WO UNTO THE UNCIRCUMCISED,1"
"NAY YE CANNOT SAY THIS,1"
"HE RULETH,1"
"NOW AS YE ARE,1"
"THEREFORE LET US STRETCH FORTH,1"
"WHEREFORE AFTER THEY ARE DRIVEN,1"
"BUT BEHOLD THEY DID WATCH,1"
"WHEREFORE IF GOD,2"
"BUT I FINISH MY MESSAGE,1"
"AND HE COMMANDED THEM TO,1"
"AND THE SUCKING CHILD,2"
"WHEREFORE HE COMMANDETH NONE THAT,1"
"AND AFTER HE HAD ANOINTED,1"
"BEHOLD FOR,2"
"AND NOW THE PEOPLE,2"
"AND NOW BEHOLD HE,1"
"THUS HATH THE LORD COMMANDED,1"
"YEA AND THEN,2"
"AND BECAUSE I,3"
"BUT BEHOLD THIS PEOPLE,1"
"BEHOLD TWO THOUSAND OF THE,1"
"AND THUS THEY WENT FORTH,1"
"AND THEY CAME TO A,1"
"WHEREFORE ALL THINGS WHICH HAVE,1"
"BEHOLD ELDERS PRIESTS AND TEACHERS,1"
"AND THUS LAMAN AND,1"
"AND AFTER ADAM AND,1"
"NEITHER WOULD,1"
"BEHOLD WILL THEY NOT TESTIFY,1"
"AND NOW BEHOLD IF,6"
"AND ALMA AND AMULEK,2"
"AND BEHOLD IF A,2"
"AND HE SURELY DID SHOW,1"
"FOR I WILL LIKEN HIS,1"
"AND I WILL MAKE,3"
"AND IT HAD COME TO,2"
"FOR HE SAITH BY THE,1"
"MINE HAND HATH ALSO LAID,1"
"AND AGAIN MY BELOVED BRETHREN,1"
"AND NOW BEHOLD IT,5"
"AND I DELIVER,1"
"BEHOLD ETHER SAW THE DAYS,1"
"FOR I NEPHI HAVE NOT,1"
"AND THEY TAUGHT AND,1"
"AND I STOOD WITH,1"
"AND YE SEE,1"
"FOR I WILL DESTROY HER,1"
"HEARKEN UNTO ME O JACOB,1"
"AND NOW AS I HAVE,1"
"AND NOW BEHOLD IS,2"
"FOR HE SAID THOU ART,1"
"WE SUPPOSED,1"
"SAWEST THOU MORE,1"
"YEA AND CURSED BE,1"
"NOW THESE ARE THEIR,1"
"YEA AND WHEN YOU,1"
"WRITE THE WORKS OF THIS,1"
"AND AMULON COMMANDED THEM,1"
"THEN SAID I,2"
"AND THEY WERE HANDED,1"
"FOR BEHOLD THE SPIRIT,3"
"AND THEN O YE,1"
"NEVERTHELESS AFTER MANY,2"
"AND THEY SWORE IN,1"
"BUT NOTWITHSTANDING,5"
"WHEREFORE THE THINGS OF,2"
"AND YE HAVE MURMURED BECAUSE,1"
"FOR BEHOLD I AM THE,1"
"AND THUS WITHOUT MEETING,1"
"NOW AMULEK,3"
"BEHOLD I SAID UNTO,1"
"HEARKEN UNTO,4"
"AND THOSE MEN,1"
"CAN YE TELL BEHOLD I,1"
"YEA AND THIS,1"
"AND THEN SHALL MY REVELATIONS,1"
"NOW THEY NEVER HAD,1"
"THE LORD WARNS NEPHI,1"
"SEALED BY THE,1"
"THEREFORE WHO,1"
"BUT WHATSOEVER,1"
"AND ZEEZROM BEGAN,1"
"NEVERTHELESS THESE THINGS WERE TO,1"
"FOR JUST,1"
"AND THE LORD SPAKE IT,1"
"AND KIB WAS THE,1"
"BUT REMEMBER THAT HE,1"
"YEA YE WILL,1"
"AND YE SAY,1"
"AND WE MULTIPLIED,1"
"NOW IF IT,1"
"AND THE TIME,3"
"NOW THE LEADER OF THOSE,1"
"HE IS COME,1"
"AND IN ANOTHER,1"
"THEN WHY SAYEST THOU,1"
"AND THIS ZEEZROM BEGAN TO,1"
"AND THEY WERE DIVIDED AND,1"
"WOULD YE THAT HE SHOULD,1"
"AND NOW ABINADI,3"
"AND I WILL GATHER MY,1"
"THEREFORE JACOB,1"
"FOR BEHOLD THEIR,1"
"AND BEHOLD LEHI HIS,1"
"FOR HE KNEW THAT JERUSALEM,1"
"AND EVEN IF IT,1"
"BUT WILD,1"
"BUT THIS IS THE VERY,1"
"WHY DO YE LOOK,1"
"AND LITTLE CHILDREN ALSO,1"
"AND ALMA SAID AGAIN,1"
"YEA THE MORE PART,1"
"HE SHALL,1"
"FOR IF YE UNDERSTAND,1"
"BUT BEHOLD I PROCEED,1"
"NEVERTHELESS SO GREAT,1"
"THE WHOLE EARTH IS,1"
"THE WORDS OF ALMA WHICH,1"
"AND I MORMON WROTE,1"
"BEHOLD HERE IS THE MAN,1"
"AMEN THE PROPHECY OF SAMUEL,1"
"NOW ALMA HIMSELF BEING AFFLICTED,1"
"AND BEHOLD THEY DID,2"
"AND ZEEZROM SAID UNTO HIM,2"
"AND THEY CAME DOWN,2"
"AND NOW JOSEPH MY,1"
"NOW THEY WOULD,1"
"IN THAT DAY A MAN,1"
"AND HOW MERCIFUL IS OUR,1"
"AND HE SUFFERETH,1"
"FOR CAN A,1"
"AND EXCEPT THEY REPENT AND,1"
"AND ACCORDING AS I HAVE,1"
"AND IF IT SO,10"
"WHEN YE ARE WEARY,1"
"YEA BLESSED ARE THE,1"
"AND NO UNCLEAN THING CAN,1"
"FOR THE LORD SPAKE THUS,1"
'"NOW IT WAS NOT AMALICKIAH''S',1"
"HONOR THY FATHER AND,1"
"AND NOW WHOSO READETH LET,1"
"AND THUS THEY LABORED WITH,1"
"AND NOW WILL YOU DISPUTE,1"
"GIVE TO HIM THAT ASKETH,1"
"OR WHAT MAN,1"
"NOW WE WILL COMPARE THE,1"
"NO LONGER DROOP,1"
"YEA AND THAT,1"
"BUT THE MORE PART OF,2"
"AND THUS WITH THEIR FORCES,1"
"BUT IF HE MURDERED,1"
"AND THEY SHALL PASS,1"
"I PAHORAN DO,1"
"AND WHOMSOEVER,1"
"THEREFORE AS THEY WERE UNFAITHFUL,1"
"AND AN ONTI,1"
"WHEREFORE TAKE HEED,1"
"AND OMER WAS,1"
"WHEREFORE LET US TAKE,1"
"BUT THE LORD OF,1"
"BUT BEHOLD SAITH THE LORD,1"
"AND NOW BEHOLD AS,2"
"NOW IN THIS CASE THE,1"
"BUT WICKEDNESS DID PREVAIL UPON,1"
"BUT BEFORE,1"
"AN ACCOUNT OF,11"
"BUT MAY GOD,1"
"O YE POLLUTIONS YE,1"
"AND MY PEOPLE CHILDREN,1"
"AND NOW AS I,6"
"WHEREFORE THIS THING,1"
"AND AMULON AND HIS,1"
"HEARKEN O YE GENTILES,1"
"BUT BEHOLD THE BANDS OF,1"
"BEHOLD MY VOICE SHALL FOREVER,1"
"THEIR HAND,1"
"AND IF YE SHALL,4"
"AND I WENT IN UNTO,1"
"THEN SAID I LORD HOW,1"
"THEREFORE IF YE DO,1"
"FOR BEHOLD ARE WE,1"
"FOR I NEPHI HAVE,2"
"AND WE MARCHED,1"
"AND THEY WERE CAST DOWN,1"
"THE FORTY AND SIXTH YEAR,1"
"AND I HAVE PUT MY,1"
"AND HE DOTH NOT,1"
"BUT BEHOLD AND FEAR AND,1"
"THY MEN,1"
"AND THEN SHALL THEY ASSIST,1"
"AND THERE WAS NO,3"
"AND NOW THE AFFLICTIONS,1"
"FOR DO YE SUPPOSE,1"
"AND GOLD AND,1"
"AND THEY WOULD HAVE HAD,1"
"NOW THIS RESTORATION SHALL,1"
"NOW THIS THING WAS PLEASING,1"
"AND NOW AS I SAID,4"
"FOR NO MAN CAN KNOW,1"
"SEE THAT YE ARE,2"
"BUT O MY,1"
"O THAT YE HAD,1"
"AND IF THERE BE FAULTS,1"
"AND THEY BEGAN TO REASON,1"
"AND BLESSED ARE ALL THE,2"
"BUT WITH,1"
"FOR SURELY,1"
"WHEREFORE A MAN,1"
"AND WE KNOW,1"
"AND HAVE,2"
"WE KNOW THAT THOU,1"
"AND HELAMAN SAID,1"
"WHEREFORE HE WILL BRING,1"
"AND I ENOS,2"
"FOR THEY BECAME A RIGHTEOUS,1"
"AND NOW BEHOLD WE,8"
"AND IF IT IS,1"
"HAVE YE WALKED KEEPING YOURSELVES,1"
"FOR BEHOLD IT CAME TO,5"
"AND THUS THEY SATISFIED THE,1"
"AND BEHOLD WHEN THEY,2"
"NOW THERE WAS GREAT REJOICING,1"
"BUT I FINISH MY,1"
"OR HAVE ANGELS,1"
"FOR HE GAVE COMMANDMENT,1"
"BIND UP THE,1"
"BUT GREAT ARE THE PROMISES,1"
"THEREFORE THEY RELINQUISHED THEIR DESIRES,1"
"YEA AND THUS,2"
"AND BEHOLD ALSO THE,2"
"AND NOW WHEN LAMAN,1"
"BEHOLD HE IS THE,2"
"AND THUS THE PEOPLE BEGAN,1"
"BUT BEHOLD THERE ARE THOSE,1"
"IF SO WO,1"
"THE SHOW OF,1"
"WHEREFORE AFTER THEY ARE,1"
"AND NOW WHEN CORIANTUMR,1"
"AND WO IS ME,1"
"AMEN BEHOLD IT,1"
"YOUR WORDS HAVE,1"
"BEHOLD I TAKE OFF,1"
"AMEN BEHOLD NOW IT,1"
"AND I BEING,1"
"I WILL ALSO GIVE,1"
"FOR THOU HAST SAID THAT,1"
"NOW GID AND HIS MEN,1"
"FOR THE SPIRIT OF THE,1"
"AND THEY FELL DOWN BEFORE,1"
"AND THESE PLATES OF,1"
"AND THEY BROUGHT HIM AND,1"
"NOW WHEN ALMA HAD SPOKEN,1"
"BEHOLD I SAY THAT A,1"
"THEN WILL THE FATHER GATHER,1"
"AND ALSO THEY HAD,1"
"AND LITTLE CHILDREN ALSO HAVE,1"
"BUT BEHOLD I WAS,1"
"AND AGAIN BELIEVE THAT YE,1"
"BEHOLD I SAY UNTO,46"
"AND THE LORD WOULD NOT,1"
"THEREFORE THEY DID ABANDON THEIR,1"
"BUT MAY,1"
"WO UNTO THE BLIND,1"
"AND THEY DID REMEMBER,1"
"BUT BEHOLD I NEPHI,2"
"AND BEHOLD WHEN THAT,1"
"AND I BEAR,2"
"BEHOLD NOW I DO NOT,1"
"THEN SHALL THE LORD,1"
"BUT BEHOLD THIS TIME IT,1"
"AND YE SHALL NEVER,1"
"AND AFTER I ENOS HAD,1"
"IN RIGHTEOUSNESS SHALT,1"
"AND AS THEY LOOKED,1"
"AND HIS ELDEST,1"
"WHEREFORE YE SHALL,1"
"FOR WERE IT NOT,1"
"AND ALMA RETURNED AND,1"
"AND IF THEIR WORKS ARE,1"
"AND THE WAY,1"
"BUT NOW BEHOLD THEY,1"
"BEHOLD THESE,2"
"AND IT WILL COME,1"
"AND MOREOVER I,8"
"AND NOW IF THE LAMB,1"
"AND UNTO HIM,1"
"AND THOU DIDST,1"
"THEY SHALL ROAR,1"
"FOR IT GRIEVETH ME THAT,1"
"NOW THE ZORAMITES WERE DISSENTERS,1"
"NOW BEHOLD YE KNOW THAT,1"
"AND THE FIRST FRUITS,1"
"AND THEY WERE PURSUED BY,1"
"YEA EVEN MY FATHER SPAKE,1"
"AND BEHOLD HE COMETH,2"
"THEY SHALL NOT HUNGER NOR,1"
"FOR BEHOLD I SHALL,1"
"BEHOLD THERE,1"
"AND OTHERS WILL,1"
"WHAT DO YE SUPPOSE,1"
"AND I NEPHI SAW THAT,1"
'"NEPHI''S BRETHREN',2"
"WO UNTO THEM THAT DECREE,1"
"NOW THE LEADER OF,2"
"BUT BEHOLD YE NOT ONLY,1"
"AND NOW BEHOLD MY,16"
"AND THERE BEING BUT,1"
"THEY CALL THE NAME OF,1"
"AND WE DID FOLLOW THE,1"
"ENLARGE,1"
"AND WHEN THE NIGHT CAME,3"
"NOW WHEN LEHONTI,1"
"NOW IF YE,1"
"BEHOLD YE SEE THAT YE,1"
"BUT BEHOLD LAMAN AND,2"
"A GOOD TREE,1"
"YEA AND THOU,2"
"FOR I REMEMBER THE,1"
"BUT WHEN MORONIHAH HAD,1"
"BEHOLD MY SOUL IS,1"
"THEREFORE THE PEOPLE,1"
"YEA COME UNTO,2"
"AND NOW THERE WAS ONE,1"
"CORIANTOR WAS THE SON OF,1"
"THEREFORE WHEN ZERAHEMNAH SAW THE,1"
"AND NOW YE SEE THAT,1"
"WHEREFORE THE LORD COMMANDETH YOU,1"
"FOR THIS VERY CAUSE,1"
"AND THEY BEGAN TO WEEP,1"
"AND WHEN THAT GREAT DAY,1"
"AND IF IT BE,2"
"FOR BEHOLD AS YET,1"
"AND ALSO MY SOUL DELIGHTETH,1"
"NOW I NEPHI DID NOT,1"
"OR HAVE ANGELS CEASED,1"
"BUT BEHOLD OUR ARMIES,1"
"AND ALSO TO THE,2"
"NOW IT IS,2"
"BEHOLD MINE ARM OF,1"
"HAVE YE WALKED KEEPING,1"
"BEHOLD YE SHALL GO,1"
"AND THOSE SONS OF THE,1"
"AND WE BEGAN TO TILL,1"
"AND THE SCENT THEREOF,1"
"NOW HAVE WE NOT REASON,1"
"AND THUS THE WORK OF,1"
"NOW IF WE,1"
"WHEREFORE I WILL,1"
"FOR BEHOLD YE ARE,1"
"WITHOUT,1"
"AND I PERCEIVE THAT,1"
"AND HOW BE IT,1"
"AND THERE SHALL COME FORTH,1"
"YEA BLESSED ARE THEY,1"
"BUT THERE WAS ONE,1"
"AND HIS HAND IS,1"
"DO WE NOT ALL,1"
"O THEN IS NOT THIS,1"
"YE DO NOT UNDERSTAND,1"
"AND YE SHALL HEAR,1"
"FOR BEHOLD THEY ARE SUBJECT,1"
"BEHOLD BAPTISM,1"
"THEREFORE MORE BLESSED ARE YE,1"
"FOR SURELY HE,1"
"THEREFORE YE MUST ALWAYS PRAY,1"
"AND THIS CITY,1"
"THEREFORE SHALL ALL HANDS BE,1"
"BEHOLD I WOULD TELL YOU,1"
"AND FOR THIS CAUSE I,1"
"AND THUS ALSO THOSE JUDGES,1"
"THAT I,1"
"NOW WHEN I THINK OF,1"
"THOU SHALT,9"
"THEREFORE WE HAVE,1"
"NOW BEHOLD WOULD,1"
"FOR BEHOLD FOR A LONG,1"
"WHY DO YE SET,1"
"AND THE LIGHT OF,1"
"THEN FLEW ONE,1"
"NAY I,1"
"BUT I DO,1"
"AND AMMON DECLINED DOING,1"
"AND HE SAID BEHOLD IT,1"
"AND BLESSED ARE ALL THEY,2"
"AND NOW AS MANY,1"
"AND THEY REHEARSED UNTO HIS,1"
"THOU SHALT NOT COMMIT,1"
"AND NEPHI WHO,1"
"NOW THEY HAD SWORN,1"
"FOR BEHOLD THE LORD WILL,1"
"AND THUS WE SEE THE,2"
"BEHOLD I CAN TELL YOU,1"
"AND AMMON SAID YEA,1"
"NEVERTHELESS AFTER ALL,1"
"NOW ALL THESE,2"
"AND THEN MAY GOD,1"
"AND THEY WOULD HAVE,1"
"BUT AMMON RAISED,1"
"EVERY ONE THAT IS PROUD,1"
"BEHOLD WE LAY A TOOL,1"
"AND NOW CORIANTUMR HAVING STUDIED,1"
"AND HE MADE,1"
"AND MAY GOD,3"
"FOR BEHOLD HIS DESIGNS WERE,1"
"BUT BEHOLD HOW GREAT,1"
"AND BEHOLD I THANK MY,1"
"AND THOSE WHO FLED OUT,1"
"MY HEART HATH,1"
"AND MANY OF THE,1"
"NEITHER DID THEY RECEIVE,1"
"AND HE BEING CONCEALED,1"
"AND HE SAID UNTO,34"
"AND THEY DID STILL,1"
"BEHOLD THIS BODY,1"
"AND THUS PASSED AWAY,2"
"AND THEY BUILT A,1"
"WHEREFORE A MAN BEING,1"
"YEA AND THAT SAME,1"
"AND BEHOLD I AM GIDDIANHI,1"
"WHEREFORE CLEAVE UNTO,1"
"AND NOW THE ASTONISHMENT,1"
"AND THEN COMETH THE JUDGMENT,1"
"AND AFTER OUR SEED IS,1"
"AND BEHOLD HE SHALL SAY,1"
"THE WAY IS,1"
"NOW ALMA SEEING THAT,1"
"AND THE RIGHTEOUS NEED,1"
"AND AN AMNOR OF,1"
"AND I MORONI HAVING,1"
"AND HE SAID BEHOLD I,1"
"YEA HEAVY,1"
"AND NOW I DESIRE THAT,1"
"AND YE ALSO SAY THAT,1"
"BEHOLD ARE THEY TO BE,1"
"AND I SPEAK UNTO,1"
"NOW COM DID,1"
"AND THE ROBBERS WHO WERE,1"
"THE PEOPLE THAT WALKED IN,1"
"AND PAHORAN,2"
"AND AS THE LORD GOD,1"
"NOW AS FOR THE,1"
"THEREFORE THEY DID EXERCISE POWER,1"
"THY WILL BE DONE,1"
"AND THE WILD BEASTS OF,1"
"FOR BEHOLD IN THE,1"
"I REJECTED MY REDEEMER,1"
"BUT THE LORD KNOWETH THE,1"
"AND IF THERE BE NO,2"
"MY SOUL STANDETH FAST,1"
"AND BEHOLD HE WAS NEVER,1"
"AND ALMA SAID BE IT,1"
"AND THEY CAME FROM,1"
"BUT HE DID ALSO MOURN,1"
"AND THOU DIDST HEAR ME,1"
"COUNSEL WITH THE LORD IN,1"
"FOR ARE NOT THE,1"
"AS I WAS JOURNEYING,1"
"AND AS TEANCUM SAW,1"
"BUT WHAT COULD I HAVE,1"
"AND OMER BEGAT JARED AND,1"
"NOW HE WAS THE,1"
"AND BEHOLD ALSO THEY,2"
"THEREFORE THOSE THINGS WHICH,1"
"FOR THE EARTH WAS,1"
"AND LEAD US NOT INTO,1"
"AND HE SPAKE,11"
"MY BROTHER HAS,1"
"NEVERTHELESS THE CHILDREN OF GOD,1"
"THEREFORE LET US STRETCH,1"
"AND NOW BEHOLD THIS WILL,1"
"BUT BEHOLD YE ARE GONE,2"
"AND THERE WERE NO GIFTS,1"
"AND I SPEAK,1"
"AND I EXCEEDINGLY,1"
"BEHOLD BAPTISM IS,1"
"FEAR NOT,1"
"TURN,1"
"BUT THIS SAYING ONLY,1"
"LET YOUR HEARTS REJOICE,1"
"BEHOLD I HAVE GRAVEN THEE,1"
"AND THE JUDGE SMOTE THEM,1"
"AND THUS HE WAS CAUGHT,1"
"YEA BEHOLD THE ANGER,1"
"AND HE SUPPOSING THAT,1"
"AND THE ROCKS OF THE,1"
"BEHOLD WHAT GREAT DESTRUCTION,1"
"NOW THE PLACE WAS,1"
"AND RIGHTEOUSNESS SHALL BE,2"
"AND KINGS,2"
"FOR EVERY ONE THAT ASKETH,1"
"AND HE BEING,1"
"EVERY,2"
"AND THE BLOOD OF,2"
"WHEREFORE LET US,4"
"HIS JOURNEYINGS IN THE WILDERNESS,1"
"BUT THE PRIESTS,1"
"I HAVE REASON TO,1"
"O LORD CANST THOU NOT,1"
"AND MAY THE LORD BLESS,3"
"AND THE SERVANT,1"
"AND BEHOLD IN THE END,1"
"YEA BEHOLD AT HIS VOICE,1"
"AND THEY BEGAN TO,14"
"VERILY I SAY UNTO YOU,9"
"AND AGAIN THOU SHALT,1"
"AND NOW I AMARON WRITE,1"
"LIFT UP YOUR EYES TO,1"
"AND THUS THE LORD DID,1"
"YE ARE PERMITTED TO SPEAK,1"
"NOW AS MY MIND,1"
"YEA YE KNOW THAT I,1"
"AND HE CRIED AGAIN,1"
'"HE TAKETH THREE DAYS'' JOURNEY',1"
"I SAY UNTO YOU MY,3"
"AND NOW THE KING WAS,1"
"AND IF THEY PERISH IT,1"
"AND THEY WERE CALLED,2"
"WHEREFORE IF MY,1"
"WHEREFORE HOW GREAT THE,1"
"THE LORD HATH MADE,2"
"BUT BEHOLD WE DID,1"
"FOR HE THAT DILIGENTLY SEEKETH,1"
"FOR O HOW BEAUTIFUL UPON,1"
"AND THUS WERE THE LAMANITES,1"
"FOR I SAY UNTO YOU,2"
"DO NOT PRAY AS THE,1"
"AND WHEN THEY HAD HANGED,1"
"AND THUS THE LORD CAUSED,1"
"AND HE WAS LEARNED,1"
"THEREFORE MORONI THOUGHT IT,1"
"AND THEY WERE ALSO CONVERSING,1"
"AND HE DIED,1"
"AND HE SPAKE UNTO,6"
"BUT LAMAN,2"
"AND CURSED SHALL BE THE,1"
"YEA EVEN ALL MEN,1"
"YEA REMEMBER KING NOAH HIS,1"
"YEA MINE ANXIETY IS GREAT,1"
"AND NOW IF CHRIST HAD,1"
"FOR BEHOLD YE DO,1"
"AND THUS DID TWO,1"
"AND I STOOD WITH BOLDNESS,1"
"BUT LAMAN SAID UNTO THEM,1"
"FOR THUS SAITH THE LORD,4"
"OF THE,1"
"NOW THESE ORDINANCES WERE GIVEN,1"
"AND ALMA AND HIS PEOPLE,2"
"FOR AS I,2"
"AND I NEPHI AND,1"
"AND WHEN WE SAW THAT,1"
"THEREFORE MY PEOPLE ARE GONE,1"
"THE SCRIPTURES ARE,1"
"WRITE THE,2"
"AND AGAIN I SPEAK UNTO,1"
"NOW BEHOLD I HAVE,1"
"I SAY UNTO YOU THERE,1"
"FOR AMULON KNEW,1"
"AND ALL THIS HAVE THEY,1"
"FOR BEHOLD IF THE,2"
"NEITHER WILL,2"
"I SAY UNTO YOU YE,1"
"AND HE CRIED,1"
"AND THERE WAS BUT,1"
"AND ALSO BECAUSE I,1"
"BUT ALMA SAID UNTO HIM,4"
"THEY CALL THE,1"
"AND AS HE HATH COVENANTED,1"
"AND PAHORAN DID FILL,1"
"AND THESE THINGS WERE,1"
"I HAVE GIVEN UNTO,1"
"BUT BEHOLD THAT WHICH,1"
"OR IN OTHER WORDS,1"
"WHEREFORE GO THY WAY,1"
"AND BEHOLD WHEN,5"
"AND ONE CRIED,1"
"SUFFER,1"
"AGREE,1"
"WHEREFORE YE SHALL REMEMBER YOUR,1"
"FOR THOUGH,1"
"ABOVE IT STOOD THE SERAPHIM,1"
"O GOD RECEIVE,1"
"NOW GID WAS,1"
"THEREFORE IF THOU WILT GO,1"
"BEHOLD AT MY REBUKE I,1"
"YEA HAVE YE,1"
"AND IN THE SECOND,1"
"AND HE GAVE BATTLE UNTO,1"
"THEY THAT SEE THEE SHALL,1"
"AND I JAROM,1"
"O LORD WILT THOU GIVE,1"
"THEREFORE AS I,1"
"THEREFORE LIFT UP YOUR HEADS,1"
"BUT BEHOLD THE JUDGMENTS OF,1"
"AND HE WAS ONLY,1"
"AND THUS HE COMMANDED THEM,1"
"HE CONFOUNDETH A MAN,1"
"AND WHEN HE HAD GATHERED,1"
"BUT THUS SAITH THE,3"
"I SAY UNTO YOU WO,2"
"NOW O LORD BECAUSE,1"
"BEHOLD THOU HAST NOT MADE,1"
"AND ALSO BECAUSE I SAID,1"
"AND THERE WERE SOME,5"
"NEVERTHELESS WHEN THEY SHALL,1"
"YEA THEY DID MOURN FOR,1"
"FOR SURELY HE SPAKE,1"
"AND THUS HAD THE TWENTY,1"
"AND ALSO IT GRIEVETH,1"
'"NOW THE MAN''S NAME WAS',1"
"THEIR,7"
"AND I HAVE TAUGHT,1"
"NOW I SURELY KNOW THAT,1"
"BUT LITTLE CHILDREN ARE,1"
"THEREFORE THEY SEPARATED,1"
"AND SHE SAID UNTO HIM,2"
"AND NOW IF YE ARE,1"
"AND EXCEPT THEY REPENT IN,1"
"FOR YOUR HEAVENLY FATHER KNOWETH,1"
"BRETHREN ADIEU BEHOLD,1"
"AND AGAIN THE LORD CALLED,1"
"AND HE COMMANDETH ALL,1"
"AND THEY WERE SO MUCH,1"
"I SOON,1"
"AND WHEN I DID TURN,1"
"AND I GIVE UNTO THEM,1"
"THEREFORE MORONI SENT,1"
"AND MY SOUL,3"
"NAY BUT,2"
"AND NOW ZORAM,1"
"AND I NEPHI ALSO SAW,1"
"AND I GIVE UNTO,2"
"AND NOW NO PART,1"
"NEVERTHELESS NOT MY WILL BE,1"
"BUT WO WO UNTO YOU,1"
"AND THEY DID ALSO LAY,1"
"WILT THOU DELIVER ME,1"
"AND NOW BEHOLD I HAVE,1"
"AND HE ALSO TOLD,1"
"NEVERTHELESS ALMA LABORED MUCH IN,1"
"WHEREFORE HE WILL PRESERVE THE,1"
"AND HE KNOWETH THEIR PRAYERS,1"
"NOW THERE MUST,1"
"AND AGAIN BELIEVE,1"
"O LORD WILT THOU ENCIRCLE,1"
"AND THEREFORE HE THAT,1"
"TURN YE TURN YE,1"
"AND I SAID I,2"
"BEHOLD I COME UNTO,1"
"AND NOW YE ALSO,1"
"AND NOW BEHOLD I WOULD,2"
"AND MEN ARE INSTRUCTED SUFFICIENTLY,1"
"AND THUS ENDED THE,40"
"NOW THESE ORDINANCES,1"
"AND HE CAME OVER INTO,1"
"O LORD WILT THOU,10"
"YEA AND NOW BEHOLD O,1"
"NOW SIX OF THEM,1"
"BUT AMMON SAID UNTO HIM,3"
"THESE ARE THE WORDS,1"
"HOW DO,1"
"BIND UP,1"
"AND JARED SAID,1"
"AND HE ALSO TAUGHT,1"
"YEA FOR THUS SAITH THE,1"
"AND NOW WHOSO,1"
"AND NOW THE PRIESTS OF,1"
"NOW THEY WERE A,1"
"YEA HE SAITH COME UNTO,1"
"LOOK UNTO ABRAHAM YOUR FATHER,1"
"YE ARE CURSED WITH A,1"
"AND THIS IS THE COMMANDMENT,1"
"BUT THUS SAITH THE LORD,3"
"THERE,4"
"NOW I WOULD HAVE,1"
"NEVERTHELESS THEY HARDENED,1"
"HE CONFOUNDETH A MAN WHO,1"
"AND IT MEANETH THAT,1"
"NOW AS ALMA,1"
"AND NOW I MORMON SEEING,1"
"AND MANY GREAT AND,1"
"FOR FOR THIS END,1"
"FOR BEHOLD AMMORON HAD SENT,1"
